type,action,index_source,consommable,marque,reference,code_nacres,ancien_prix_conditionnement,ancien_prix_ht_ijm,code_ijm,score_match
solide,catalogue_ijm_ligne_separee,,"ERLEN Col étroit, en verre borosilicaté 10ml",FISHER,V031,NB43,,0.86,V031,
solide,catalogue_ijm_ligne_separee,,"ERLEN Col étroit, en verre borosilicaté 25ml",FISHER,V032,NB43,,0.86,V032,
solide,catalogue_ijm_ligne_separee,,"ERLEN Col étroit, en verre borosilicaté 50ml",FISHER,V033,NB43,,1.49,V033,
solide,catalogue_ijm_ligne_separee,,"ERLEN Col étroit, en verre borosilicaté 100ml",FISHER,V034,NB43,,1.1,V034,
solide,catalogue_ijm_ligne_separee,,"ERLEN Col étroit, en verre borosilicaté 250ml",FISHER,V035,NB43,,1.18,V035,
solide,catalogue_ijm_ligne_separee,,"ERLEN Col étroit, en verre borosilicaté 500ml",FISHER,V036,NB43,,1.49,V036,
solide,catalogue_ijm_ligne_separee,,"ERLEN Col étroit, en verre borosilicaté 1L",FISHER,V037,NB43,,2.84,V037,
solide,catalogue_ijm_ligne_separee,,"ERLEN Col étroit, en verre borosilicaté 2L",FISHER,V038,NB43,,4.82,V038,
solide,catalogue_ijm_ligne_separee,,"ERLEN Col étroit, en verre borosilicaté 3L",FISHER,V039,NB43,,11.16,V039,
solide,catalogue_ijm_ligne_separee,,"ERLEN Col étroit, en verre borosilicaté 5L",FISHER,V040,NB43,,17.09,V040,
solide,catalogue_ijm_ligne_separee,,FIOLE à VIDE en verre borosilicaté 100ml,,V041,NB43,,9.14,V041,
solide,catalogue_ijm_ligne_separee,,FIOLE à VIDE en verre borosilicaté 250ml,FISHER,V042,NB43,,10.08,V042,
solide,catalogue_ijm_ligne_separee,,FIOLE à VIDE en verre borosilicaté 500ml,FISHER,V043,NB43,,13.64,V043,
solide,catalogue_ijm_ligne_separee,,FIOLE à VIDE en verre borosilicaté 1L,DUTSCHER,V044,NB43,,25.49,V044,
solide,catalogue_ijm_ligne_separee,,FIOLE à VIDE en verre borosilicaté 2L,DUTSCHER,V045,NB43,,33.06,V045,
solide,catalogue_ijm_ligne_separee,,FIOLE à VIDE en verre borosilicaté 5L,DUTSCHER,V046,NB43,,187.19,V046,
solide,catalogue_ijm_ligne_separee,,FLACON en verre borosilicaté 50ml,FISHER,V047,NB43,,5.85,V047,
solide,catalogue_ijm_ligne_separee,,FLACON en verre borosilicaté 100ml,FISHER,V048,NB43,,1.46,V048,
solide,catalogue_ijm_ligne_separee,,FLACON en verre borosilicaté 250ml,FISHER,V049,NB43,,1.53,V049,
solide,catalogue_ijm_ligne_separee,,FLACON en verre borosilicaté 500ml,FISHER,V050,NB43,,2.12,V050,
solide,catalogue_ijm_ligne_separee,,FLACON en verre borosilicaté 1L,FISHER,V051,NB43,,3.06,V051,
solide,catalogue_ijm_ligne_separee,,FLACON en verre borosilicaté 2L,FISHER,V051A,NB43,,6.91,V051A,
solide,catalogue_ijm_ligne_separee,,FLACON en verre borosilicaté 5L,FISHER,V052,NB43,,35.12,V052,
solide,catalogue_ijm_ligne_separee,,BOUCHON PP GL45 ou GL32 Couleur Bleu ou Gris,FISHER,D144,NB51,,15.79,D144,
solide,catalogue_ijm_ligne_separee,,BAGUE de DEVERSEMENT PP GL45 Bleue ou transparente,FISHER,D145,NB51,,5.15,D145,
solide,catalogue_ijm_ligne_separee,,BAGUE de DEVERSEMENT PP GL45 Rouge,FISHER,D145A,NB51,,8.89,D145A,
solide,catalogue_ijm_ligne_separee,,PIPETTE PASTEUR 230mm non cotonnée/non stérile/ouverte,VWR ou FISHER,V0551,NB04,,9.89,V0551,
solide,catalogue_ijm_ligne_separee,,PIPETTE PASTEUR 230mm cotonnée/stérile/ouverte,,V0531,NB04,,10.87,V0531,
solide,catalogue_ijm_ligne_separee,,PIPETTE PASTEUR 150mm non cotonnée/non stérile/ouverte,VWR ou FISHER,V0521,NB04,,8.49,V0521,
solide,catalogue_ijm_ligne_separee,,ESSUIE-MAINS Feuille enchevêtrées 22x32mm 150f,ADELYA,E0311,BB01,,1.71,E0311,
solide,catalogue_ijm_ligne_separee,,BOBINE ESSUYAGE GM 450f Pour dévidoir,ADELYA,E066,BB01,,4.21,E066,
solide,catalogue_ijm_ligne_separee,,BOBINE ESSUYAGE PM 200f,ADELYA,E0671,BB01,,1.89,E0671,
solide,catalogue_ijm_ligne_separee,,TORCHON COTON 60x80cm,ORAPI,E0691,AA42,,1.19,E0691,
solide,catalogue_ijm_ligne_separee,,EPONGES N° 4,ADELYA,E030,BB02,,0.85,E030,
solide,catalogue_ijm_ligne_separee,,TAMPONGE (Eponge double face) N° 4,ADELYA,E030A,BB02,,0.94,E030A,
solide,catalogue_ijm_ligne_separee,,SERPILLIERES 50x100cm,ADELYA,E065,BB02,,3.22,E065,
solide,catalogue_ijm_ligne_separee,,SERPILLIERES JETABLES Anti-Bactériennes (Lot de 20),ADELYA,E070,BB02,,7.81,E070,
solide,catalogue_ijm_ligne_separee,,"TAMPON ABRASIF VERT ""Type Scotch brite"" 22x15cm",ADELYA,E063,BB02,,0.86,E063,
solide,catalogue_ijm_ligne_separee,,MOUCHOIRS Boite blanche,ADELYA,E047,BB01,,0.91,E047,
solide,catalogue_ijm_ligne_separee,,PAPIER HYGIÈNIQUE (de toilettes) Pure ouate 200m,ADELYA,E0501,BB01,,2.07,E0501,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,CHIFFON EPONGE BLANC (carton de 8kg),ADELYA,E016,BB02,,32.04,E016,
solide,catalogue_ijm_ligne_separee,,BALAI-BROSSE NYLON 30cm,DUTSCHER,E005,BB02,,1.96,E005,
solide,catalogue_ijm_ligne_separee,,BALAI SOIE GRIS à vis 38cm,ADELYA,E006,BB02,,4.21,E006,
solide,catalogue_ijm_ligne_separee,,BALAI COCO MINOTIER (Douille métal) 100cm,ADELYA,E006A,BB02,,8.3,E006A,
solide,catalogue_ijm_ligne_separee,,"MANCHE à BALAI En bois 1,30m",ADELYA,E007,BB02,,1.56,E007,
solide,catalogue_ijm_ligne_separee,,"MANCHE à BALAI En bois CANTONNIER 1,40m",ADELYA,E007C,BB02,,1.1,E007C,
solide,catalogue_ijm_ligne_separee,,MANCHE et BALAI pour SERPILLIERES JETABLES,ADELYA,E007A,BB02,,16.05,E007A,
solide,catalogue_ijm_ligne_separee,,EMBOUT FILETÉ pour manche à balai Diam 24mm,ADELYA,E0071,BB02,,0.18,E0071,
solide,catalogue_ijm_ligne_separee,,BROSSE à ONGLES Double brosse ou à poignet,ADELYA,E014,BB02,,1.99,E014,
solide,catalogue_ijm_ligne_separee,,RACLETTE MOUSSE Long 60cm,ADELYA,E0061,BB02,,2.45,E0061,
solide,catalogue_ijm_ligne_separee,,PELLE + BALAYETTE,ADELYA,E004,BB02,,5.74,E004,
solide,catalogue_ijm_ligne_separee,,BALAYETTE (Seule),ADELYA,E004A,BB02,,1.05,E004A,
solide,catalogue_ijm_ligne_separee,,GOUPILLON BROSSE SOIE (Diam 25x110mm - long 600mm) Réf 15975,FISHER,D020,BB02,,1.16,D020,
solide,catalogue_ijm_ligne_separee,,GOUPILLON BROSSE NYLON (Diam 50x120mm - long 400mm) Réf 15990,FISHER,D021,BB02,,1.67,D021,
solide,catalogue_ijm_ligne_separee,,GOUPILLON BROSSE SOIE Manche Jonc (Diam 55x90mm - long 450mm) Réf 15978,FISHER,D022,BB02,,3.2,D022,
solide,catalogue_ijm_ligne_separee,,GOUPILLON BROSSE SOIE (Diam 12x80mm - long 270mm) Réf 069137,DUTSCHER,D023,BB02,,2.39,D023,
solide,catalogue_ijm_ligne_separee,,GOUPILLON BROSSE SOIE (Diam 30x110mm - long 250mm) Réf 15974,FISHER,D024,BB02,,0.89,D024,
solide,catalogue_ijm_ligne_separee,,SAVON MAINS Liquide 500ml,ADELYA,E0621,BB01,,1.88,E0621,
solide,catalogue_ijm_ligne_separee,,SAVON MAINS Liquide bidon de 5L,ADELYA,E0622,BB01,,9.45,E0622,
solide,catalogue_ijm_ligne_separee,,Gel HYDROALCOOLIQUE Flacon 100ml,,E0623,BB01,,1.57,E0623,
solide,catalogue_ijm_ligne_separee,,Gel HYDROALCOOLIQUE Flacon 300ml,,E0624,BB01,,3.07,E0624,
solide,catalogue_ijm_ligne_separee,,Gel HYDROALCOOLIQUE Flacon 5L,,E0625,BB01,,26.75,E0625,
solide,catalogue_ijm_ligne_separee,,"CREME MAINS ""MANUPHYL"" (Abimées, desséchées, gercées) Tube 100ml",MANUPHYL,E0626,BB01,,9.33,E0626,
solide,catalogue_ijm_ligne_separee,,Désinfectant des instruments OPASTERANIOS Bidon 5 litres,ANIOS,E028,NB34,,35.7,E028,
solide,catalogue_ijm_ligne_separee,,Désinfectant de Surface PHAGOSPRAY DM Bidon 5 litres,PHAGOSPRAY,E0014,NB34,,29.29,E0014,
solide,catalogue_ijm_ligne_separee,,DECONTAMINANT TFD9 5L,FRANKLAB,E026,NB34,,34.55,E026,
solide,catalogue_ijm_ligne_separee,,RNase AWAY Decontamination reagent for RNase 250ml,THERMO,E0261,NB34,,21.98,E0261,
solide,catalogue_ijm_ligne_separee,,NETTOYANT DESINFECTANT MULTI-SURFACES Vaporisateur 750ml,,E0263,BB02,,6.16,E0263,
solide,catalogue_ijm_ligne_separee,,DETARTRANT ANTI-CALCAIRE Vaporisateur 750ml,,E027,BB02,,5.33,E027,
solide,catalogue_ijm_ligne_separee,,DETERGENT MULTI-USAGES 750ml,,E0011,BB02,,2.51,E0011,
solide,catalogue_ijm_ligne_separee,,DETERGENT MULTI-USAGES 5 Litres,,E0015,BB02,,13.64,E0015,
solide,catalogue_ijm_ligne_separee,,"EAU JAVEL 2,6% 2L",,E045,BB02,,1.22,E045,
solide,catalogue_ijm_ligne_separee,,"EAU JAVEL ""LACROIX"" Bidon 5L",,E045C,BB02,,13.48,E045C,
solide,catalogue_ijm_ligne_separee,,JAVEL en PASTILLES (x150),,E045A,BB02,,3.15,E045A,
solide,catalogue_ijm_ligne_separee,,LIQUIDE VAISSELLE 1 litre,,E054,BB02,,2.32,E054,
solide,catalogue_ijm_ligne_separee,,PRODUIT VITRE Vaporisateur 750ml,,E0012,BB02,,1.97,E0012,
solide,catalogue_ijm_ligne_separee,,CREME à RECURER 1 litre,,E001,BB02,,1.29,E001,
solide,catalogue_ijm_ligne_separee,,"VINAIGRE D'ALCOOL 8% d'acidité 1,5L",,E017,BB02,,1.51,E017,
solide,catalogue_ijm_ligne_separee,,SACS POUBELLES BLANC 5 litres (x50),,E056B,BB02,,0.52,E056B,
solide,catalogue_ijm_ligne_separee,,SACS POUBELLES NOIR 30 litres (x20),,E056A,BB02,,1.29,E056A,
solide,catalogue_ijm_ligne_separee,,SACS POUBELLES NOIR 50 litres (x25) Sacs poubelles pour pièces de culture,,E056C,BB02,,2.5,E056C,
solide,catalogue_ijm_ligne_separee,,SACS POUBELLES NOIR 130 litres (x20),,E057,BB02,,6.16,E057,
solide,catalogue_ijm_ligne_separee,,HOUSSES CONTAINER NOIR 1100 litres (x100),,E057A,BB02,,43.68,E057A,
solide,catalogue_ijm_ligne_separee,,HOUSSES CONTAINER NOIR 240 litres (x100),,E057C,BB02,,29.44,E057C,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,SAC à DECHET PAPIER 6 litres 70g (x250),,E055,BB02,,30.87,E055,
solide,catalogue_ijm_ligne_separee,,TABLETTE LAVE VAISSELLE 3 en 1 (Sachet 20 tablettes) - Ecolabel,,E052,BB02,,2.65,E052,
solide,catalogue_ijm_ligne_separee,,LESSIVE en CAPSULES (x160) Action Verte - Ecocert,,E0541,BB01,,34.29,E0541,
solide,catalogue_ijm_ligne_separee,,ASSOUPLISSANT 5L,,E0542,BB01,,15.58,E0542,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,"FICELLE ""SISAL"" Moyenne 250g",LYRECO,E032,AB01,,3.89,E032,
solide,catalogue_ijm_ligne_separee,,ALLUMETTE,DUTSCHER,E003,AA41,,0.81,E003,
solide,catalogue_ijm_ligne_separee,,PIEGES à CAFARDS (Bte de 5 pièges),,E051,BB02,,8.81,E051,
solide,catalogue_ijm_ligne_separee,,BARRAGE INSECTES VOLANT/RAMPANT Flacon 520ml,ADELYA,E0283,BB02,,12.34,E0283,
solide,catalogue_ijm_ligne_separee,,BLOC DIRECTION Quadrillée 148x120mm A5,,B028A,AB01,,1.24,B028A,
solide,catalogue_ijm_ligne_separee,,BLOC DIRECTION Quadrillée 210x297mm A4,,B029A,AB01,,3.01,B029A,
solide,catalogue_ijm_ligne_separee,,BLOC POST -IT 76x76,,B042,AB01,,0.3,B042,
solide,catalogue_ijm_ligne_separee,,BLOC TELEPHONE Message,,B044A,AB01,,2.99,B044A,
solide,catalogue_ijm_ligne_separee,,"REPERTOIRE Alphabétique 96 pages, 9x14cm",,B190,AB01,,3.5,B190,
solide,catalogue_ijm_ligne_separee,,"CARNET Quadrillé 7,4x10,5cm 80 feuilles détachables",,B030,AB01,,0.71,B030,
solide,catalogue_ijm_ligne_separee,,CARNET Quadrillé à spirale 9x14cm 100 pages,,B031,AB01,,0.68,B031,
solide,catalogue_ijm_ligne_separee,,FEUILLES BLANCHES A4 PERFORÉES,,B078,AB01,,2.3,B078,
solide,catalogue_ijm_ligne_separee,,BLOC ROULEAU PAPIER BLANC (x50 feuilles) Pour tableau chevaleret,,B045,AB01,,3.79,B045,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,PAPIER PHOTOCOPIE COULEURS A4 80g (Couleur à choisir),,B153,AC01,,2.14,B153,
solide,catalogue_ijm_ligne_separee,,PAPIER PHOTOCOPIE BLANC A3,,B1531,AC01,,15.66,B1531,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,PAPIER PHOTOCOPIE BLANC A4 80g,,B1532,AC01,,3.63,B1532,
solide,catalogue_ijm_ligne_separee,,CAHIER SPIRALE 180 pages A5,,B057A,AB01,,2.55,B057A,
solide,catalogue_ijm_ligne_separee,,CAHIER SPIRALE 180 pages A4,,B059,AB01,,2.31,B059,
solide,catalogue_ijm_ligne_separee,,ENVELOPPE BLANCHE 110x220mm,,B097,AB01,,0.49,B097,
solide,catalogue_ijm_ligne_separee,,ENVELOPPE BLANCHE 110x220mm à fenêtre,,B099,AB01,,0.32,B099,
solide,catalogue_ijm_ligne_separee,,ENVELOPPE BLANCHE 1/2 Format à fenêtre 162x229mm,,B0995,AB01,,0.42,B0995,
solide,catalogue_ijm_ligne_separee,,ENVELOPPE BLANCHE 1/2 Format 162x229mm,,B0996,AB01,,0.42,B0996,
solide,catalogue_ijm_ligne_separee,,ENVELOPPE BLANCHE Grand format 229x324mm,,B0998,AB01,,0.93,B0998,
solide,catalogue_ijm_ligne_separee,,ENVELOPPE KRAFT Armée à souflet 260x330mm,,B0999,AB01,,0.56,B0999,
solide,catalogue_ijm_ligne_separee,,ENVELOPPE à BULLE d'AIR 150x210mm,,B0991,AB01,,0.13,B0991,
solide,catalogue_ijm_ligne_separee,,ENVELOPPE à BULLE d'AIR 240x330 mm,,B0992,AB01,,0.15,B0992,
solide,catalogue_ijm_ligne_separee,,ENVELOPPE à BULLE d'AIR 270x360 mm,,B0993,AB01,,0.29,B0993,
solide,catalogue_ijm_ligne_separee,,"PAPIER à En-TÊTE ""IJM"" Bas de page IJM/CNRS/Université de Paris *Idem",,B2021,AC01,,15.9,B2021,
solide,catalogue_ijm_ligne_separee,,CARTE CORRESPONDANCE IJM *Idem,,B060,AB01,,4.28,B060,
solide,catalogue_ijm_ligne_separee,,PAPIER d'EMBALLAGE KRAFT Feuille 65x100cm,,B034,FA01,,0.2,B034,
solide,catalogue_ijm_ligne_separee,,"ETIQUETTE LASER AVERY BLANCHE 38,1x21,1mm",,B102,AB01,,0.52,B102,
solide,catalogue_ijm_ligne_separee,,"ETIQUETTE LASER AVERY BLANCHE 46x11,1mm",,B103,AB01,,1.01,B103,
solide,catalogue_ijm_ligne_separee,,"ETIQUETTE LASER AVERY BLANCHE 63,5x33,9mm",,B105,AB01,,0.71,B105,
solide,catalogue_ijm_ligne_separee,,"ETIQUETTE LASER LYRECO PREMIUM BLANCHE 99,1x67,7mm (2000 Etiquettes)",,B106,AB01,,28.64,B106,
solide,catalogue_ijm_ligne_separee,,ETIQUETTES ADHESIVES Diam 8mm (couleurs assorties),,B1121,AB01,,0.46,B1121,
solide,catalogue_ijm_ligne_separee,,"FICHE BRISTOL Blanche, quadrilliée 75x125mm",,B123,AB01,,0.39,B123,
solide,catalogue_ijm_ligne_separee,,"FICHE BRISTOL Blanche, unie 105x148mm",,B124,AB01,,0.51,B124,
solide,catalogue_ijm_ligne_separee,,"FICHE BRISTOL Blanche, quadrilliée105x148mm",,B125,AB01,,0.6,B125,
solide,catalogue_ijm_ligne_separee,,"FICHE BRISTOL Blanche, unie 125x200mm",,B126,AB01,,0.89,B126,
solide,catalogue_ijm_ligne_separee,,"FICHE BRISTOL Blanche, quadrilliée125X200mm",,B127,AB01,,0.89,B127,
solide,catalogue_ijm_ligne_separee,,"FICHE BRISTOL Blanche, quadrilliée 210x297mm",,B128,AB01,,2.74,B128,
solide,catalogue_ijm_ligne_separee,,"FICHE BRISTOL Blanche, unie 210x297mm",,B129,AB01,,4.38,B129,
solide,catalogue_ijm_ligne_separee,,BOITES ARCHIVES Dos 10cm,,B047,AB01,,0.56,B047,
solide,catalogue_ijm_ligne_separee,,"CHEMISE à POCHE ""Pochette carte lustrée""",,B062,AB01,,0.6,B062,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,SOUS-CHEMISES fines 80g (Par 10),,B063,AB01,,0.4,B063,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,CHEMISE RIGIDES 220g (Par 5),,B064,AB01,,0.4,B064,
solide,catalogue_ijm_ligne_separee,,CHEMISE COIN Plastique incolore A4 (Par 10),,B065,AB01,,0.51,B065,
solide,catalogue_ijm_ligne_separee,,CHEMISE à RABAT ELASTIQUE A4,,B066,AB01,,1.47,B066,
solide,catalogue_ijm_ligne_separee,,CHEMISE à RABAT ELASTIQUE A3,,B066A,AB01,,2.25,B066A,
solide,catalogue_ijm_ligne_separee,,CLASSEUR à LEVIER 8 cm - 2 anneaux,,B073,AB01,,1.82,B073,
solide,catalogue_ijm_ligne_separee,,CLASSEUR A4 - 4 anneaux,,B074,AB01,,1.58,B074,
solide,catalogue_ijm_ligne_separee,,POCHETTES PERFORÉES CRISTAL POUR CLASSEUR A4 (Bte de 100),,B122,AB01,,4.49,B122,
solide,catalogue_ijm_ligne_separee,,INTERCALAIRE en PP 6 Onglets A4+,,B131A,AB01,,1.09,B131A,
solide,catalogue_ijm_ligne_separee,,INTERCALAIRE en PP 12 Onglets A4+,,B132A,AB01,,0.55,B132A,
solide,catalogue_ijm_ligne_separee,,REPERTOIRE ALPHABÉTIQUE pour CLASSEUR A4,,B192,AB01,,3.27,B192,
solide,catalogue_ijm_ligne_separee,,RELIURE à Pochettes transparentes fixes (20 Pochettes/40 vues),,B186A,AB01,,4.55,B186A,
solide,catalogue_ijm_ligne_separee,,RELIURE à Pochettes transparentes fixes (50 Pochettes/100 vues),,B188,AB01,,1.11,B188,
solide,catalogue_ijm_ligne_separee,,COUVERTURE de THÈSE PVC 150µ,,B082,AB01,,0.04,B082,
solide,catalogue_ijm_ligne_separee,,COUVERTURE de THESE Photocopiable (couleurs à choisir),,B084,AC02,,0.02,B084,
solide,catalogue_ijm_ligne_separee,,"BAGUETTE à RELIER/SPIRALE 4,5mm (2 à 10 feuilles)",,B017A,AB01,,0.02,B017A,
solide,catalogue_ijm_ligne_separee,,BAGUETTE à RELIER/SPIRALE 6mm (11 à 20 feuilles),,B019A,AB01,,0.02,B019A,
solide,catalogue_ijm_ligne_separee,,BAGUETTE à RELIER/SPIRALE 8mm (20 à 40 feuilles),,B023A,AB01,,0.02,B023A,
solide,catalogue_ijm_ligne_separee,,BAGUETTE à RELIER/SPIRALE 10mm (40 à 65 feuilles),,B024A,AB01,,0.03,B024A,
solide,catalogue_ijm_ligne_separee,,BAGUETTE à RELIER/SPIRALE 12mm (65 à 90 feuilles),,B025A,AB01,,0.03,B025A,
solide,catalogue_ijm_ligne_separee,,BAGUETTE à RELIER/SPIRALE 14mm (95 à 125 feuilles),,B022A,AB01,,0.04,B022A,
solide,catalogue_ijm_ligne_separee,,BAGUETTE à RELIER/SPIRALE 16mm (90 à 120 feuilles),,B026,AB01,,0.04,B026,
solide,catalogue_ijm_ligne_separee,,SURLIGNEUR FLUO JAUNE,,B133,AB01,,1.04,B133,
solide,catalogue_ijm_ligne_separee,,SURLIGNEUR FLUO VERT,,B135,AB01,,1.04,B135,
solide,catalogue_ijm_ligne_separee,,SURLIGNEUR FLUO BLEU,,B1351,AB01,,1.04,B1351,
solide,catalogue_ijm_ligne_separee,,SURLIGNEUR FLUO ROUGE,,B1352,AB01,,1.04,B1352,
solide,catalogue_ijm_ligne_separee,,SURLIGNEUR FLUO ORANGE,,B1352A,AB01,,1.04,B1352A,
solide,catalogue_ijm_ligne_separee,,MARQUEUR PERMANENT (GROS) BLEU,,B136,AB01,,1.04,B136,
solide,catalogue_ijm_ligne_separee,,MARQUEUR PERMANENT (GROS) NOIR,,B137,AB01,,1.04,B137,
solide,catalogue_ijm_ligne_separee,,MARQUEUR PERMANENT (GROS) ROUGE,,B138,AB01,,1.04,B138,
solide,catalogue_ijm_ligne_separee,,MARQUEUR PERMANENT (GROS) VERT,,B139,AB01,,1.04,B139,
solide,catalogue_ijm_ligne_separee,,MARQUEUR HISTOLOGIE (Cryomarkers) Superfrost NOIR ou ROUGE,,B1411,AB01,,4.25,B1411,
solide,catalogue_ijm_ligne_separee,,MARQUEUR FIN BLEU,,B140,AB01,,1.08,B140,
solide,catalogue_ijm_ligne_separee,,MARQUEUR FIN NOIR,,B141,AB01,,1.08,B141,
solide,catalogue_ijm_ligne_separee,,MARQUEUR FIN ROUGE,,B142,AB01,,1.08,B142,
solide,catalogue_ijm_ligne_separee,,MARQUEUR FIN VERT,,B143,AB01,,1.08,B143,
solide,catalogue_ijm_ligne_separee,,MARQUEUR BLEU pour TABLEAU BLANC,,B144,AB01,,0.77,B144,
solide,catalogue_ijm_ligne_separee,,MARQUEUR NOIR TABLEAU BLANC,,B145,AB01,,0.77,B145,
solide,catalogue_ijm_ligne_separee,,MARQUEUR ROUGE TABLEAU BLANC,,B146,AB01,,0.77,B146,
solide,catalogue_ijm_ligne_separee,,MARQUEUR VERT TABLEAU BLANC,,B147,AB01,,0.77,B147,
solide,catalogue_ijm_ligne_separee,,STYLO BILLE RETRACTABLE BLEU,,B167,AB01,,0.26,B167,
solide,catalogue_ijm_ligne_separee,,STYLO BILLE RETRACTABLE NOIR,,B168,AB01,,0.26,B168,
solide,catalogue_ijm_ligne_separee,,"STYLO ""BIC"" CRISTAL ROUGE",,B169,AB01,,0.29,B169,
solide,catalogue_ijm_ligne_separee,,"STYLO ""BIC"" CRISTAL VERT",,B170,AB01,,1.25,B170,
solide,catalogue_ijm_ligne_separee,,"STYLO POINTE FEUTRE ""PILOT VBALL"" BLEU",,B171,AB01,,1.25,B171,
solide,catalogue_ijm_ligne_separee,,"STYLO POINTE FEUTRE ""PILOT VBALL"" NOIR",,B172,AB01,,1.25,B172,
solide,catalogue_ijm_ligne_separee,,"STYLO POINTE FEUTRE ""PILOT VBALL"" ROUGE",,B173,AB01,,1.25,B173,
solide,catalogue_ijm_ligne_separee,,"STYLO POINTE FEUTRE ""PILOT VBALL"" VERT",,B177,AB01,,1.35,B177,
solide,catalogue_ijm_ligne_separee,,"PORTE-MINES 0,5mm",,B179A,AB01,,1.1,B179A,
solide,catalogue_ijm_ligne_separee,,"ETUI de 12 MINES HB 0,5 mm",,B180,AB01,,0.41,B180,
solide,catalogue_ijm_ligne_separee,,CRAYON GRAPHITE HB,,B086,AB01,,0.3,B086,
solide,catalogue_ijm_ligne_separee,,GOMME,,B130,AB01,,0.67,B130,
solide,catalogue_ijm_ligne_separee,,"ROLLER de CORRECTION JETABLE 4,2mm",,B094,AB01,,1.34,B094,
solide,catalogue_ijm_ligne_separee,,CORRECTEUR PINCEAU TIPP-EX flacon 22ml,,B0941,AB01,,1.42,B0941,
solide,catalogue_ijm_ligne_separee,,"STYLO CORRECTEUR TIPP-EX Pointe 2,3mm, 8ml",,B095,AB01,,2.19,B095,
solide,catalogue_ijm_ligne_separee,,DÉVIDOIR pour ADHÉSIF de BUREAU Grand modèle,,B091,AB01,,3.43,B091,
solide,catalogue_ijm_ligne_separee,,DÉVIDOIR pour ADHÉSIF de BUREAU Lyreco,,B092,AB01,,0.39,B092,
solide,catalogue_ijm_ligne_separee,,COLLE en TUBE,,B076,AB01,,1.97,B076,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,COLLE GLUE 3 Multi-usage 3g,,B0761,AB01,,2.16,B0761,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,COLLE en STICK 8g,,B077,AB01,,0.58,B077,
solide,catalogue_ijm_ligne_separee,,RUBAN ADHESIF INVISIBLE 19mmx33m Type Scotch Magic 3M,,B003,AB01,,1.69,B003,
solide,catalogue_ijm_ligne_separee,,RUBAN SCOTCH CRISTAL 19mmx33m,,B0921,AB01,,0.87,B0921,
solide,catalogue_ijm_ligne_separee,,RUBAN ADHESIF CRÈPE 19mmx25m Type tesa,,B005,AB01,,0.74,B005,
solide,catalogue_ijm_ligne_separee,,RUBAN ADHESIF CRÈPE 30mmx50m Type tesa,,B006,AB01,,4.01,B006,
solide,catalogue_ijm_ligne_separee,,"RUBAN ADHESIF DOUBLE FACE 12mmx6,3m sur dévidoir Type Tesa",,B007,AB01,,3.07,B007,
solide,catalogue_ijm_ligne_separee,,RUBAN ADHESIF (Marron) 50mmx66m Type havane,,B008,FA01,,2.85,B008,
solide,catalogue_ijm_ligne_separee,,"RUBAN FIXATION 3M Double-face 1,5mx19mm",,B009,AB01,,3.08,B009,
solide,catalogue_ijm_ligne_separee,,LINGETTES PRÉ-IMPRÉGNÉES Bte de 100,LYRECO,B0081,AB01,,0.89,B0081,
solide,catalogue_ijm_ligne_separee,,NETTOYANT INFORMATIQUE (Mousse) Aérosol de 650ml,,B0082,AB01,,4.22,B0082,
solide,catalogue_ijm_ligne_separee,,GAZ DÉPOUSSIÈRANT INFORMATIQUE Aérosol 650ml,,B0083,AB01,,6.89,B0083,
solide,catalogue_ijm_ligne_separee,,CABLE de SÉCURITÉ à clé (Antivol) KENSINGTON (Vérifier compatibilité),OFFICEXPRESS,B21308,IA24,,41.73,B21308,
solide,catalogue_ijm_ligne_separee,,BADGE PORTE CARTE D'ACCES avec pince,,A050,AB01,,1.06,A050,
solide,catalogue_ijm_ligne_separee,,CISEAUX de BUREAU 17cm,,B067A,AB01,,0.67,B067A,
solide,catalogue_ijm_ligne_separee,,CUTTER Grand modèle,,B087,AB01,,4.11,B087,
solide,catalogue_ijm_ligne_separee,,CUTTER Petit modèle,,B088,AB01,,1.96,B088,
solide,catalogue_ijm_ligne_separee,,LAMES de CUTTER Grand modèle (Bte de 10),,B089,AB01,,1.04,B089,
solide,catalogue_ijm_ligne_separee,,LAMES de CUTTER Petit modèle (Bte de 10),,B090,AB01,,0.54,B090,
solide,catalogue_ijm_ligne_separee,,CORBEILLE à PAPIER Petit modèle,,B080,AB01,,2.56,B080,
solide,catalogue_ijm_ligne_separee,,BRACELET ELASTIQUE FIN Diam 120,,B051,AB01,,0.74,B051,
solide,catalogue_ijm_ligne_separee,,BRACELET ELASTIQUE LARGE Diam 120,,B054,AB01,,1.07,B054,
solide,catalogue_ijm_ligne_separee,,PERFORATEUR 2 Trous,,B151,AB01,,0.98,B151,
