type,action,index_source,consommable,marque,reference,code_nacres,ancien_prix_conditionnement,ancien_prix_ht_ijm,code_ijm,score_match
solide,catalogue_ijm_ligne_separee,,RNaseOUT Recombinant Ribonuclease Inhibitor (5 000u),LIFE Technologie,R002,NA54,,98.64,R002,
solide,catalogue_ijm_ligne_separee,,"Rnase Inhibitor, Human placenta (2 000u)",BIOLABS,M0307S,NA54,,77.84,M0307S,
solide,catalogue_ijm_ligne_separee,,"MEM (1X), liquid, avec Earles salts, avec Glutamax I, 500ml","Réf LIFE Technologie
41090028",RCC101,NA71,,9.1,RCC101,
solide,catalogue_ijm_ligne_separee,,"MEM (100X), liquid, sans L-Glutamine 100ml","Réf LIFE Technologie
11140035",RCC102,NA71,,7.63,RCC102,
solide,catalogue_ijm_ligne_separee,,"D-MEM (1X), liquid (High Glucose), avec Glutamax I, avec Sodium Pyrivate, 500ml","Réf LIFE Technologie
31966021",RCC111,NA71,,8.09,RCC111,
solide,catalogue_ijm_ligne_separee,,"D-MEM (1X), liquid (High Glucose), avec Glutamax I, sans Sodium Pyrivate, 500ml","Réf LIFE Technologie
61965026",RCC112,NA71,,6.88,RCC112,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,"D-MEM (1X), liquid (High Glucose), avec L-Glutamine, 4,5g/L glucose avec Sodium Pyrivate,
500ml","Réf LIFE Technologie
41966029",RCC113,NA71,,6.36,RCC113,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,"D-MEM (1X), liquid (High Glucose), avec L-Glutamine, 4,5g/L glucose sans Sodium Pyrivate,
500ml","Réf LIFE Technologie
41965039",RCC116,NA71,,6.47,RCC116,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,"D-MEM (1X), liquid (Low Glucose), avec L-Glutamine, 1g/L glucose avec Sodium Pyrivate,
500ml","Réf LIFE Technologie
31885023",RCC114,NA71,,6.35,RCC114,
solide,catalogue_ijm_ligne_separee,,"D-MEM (1X), liquid (High Glucose), avec L-Glutamine, 4500mg/L D-glucose sans Sodium
Pyrivate, sans Rouge de phénol 500ml","Réf LIFE Technologie
21063029",RCC118,NA71,,8.56,RCC118,
solide,catalogue_ijm_ligne_separee,,"D-MEM/F-12 (1:1) (1X), liquid avec Glutamax, 500ml","Réf LIFE Technologie
31331028",RCC115,NA71,,12.71,RCC115,
solide,catalogue_ijm_ligne_separee,,"D-MEM/F-12 (1:1) (1X), liquid sans L-Glutamine, 500ml","Réf LIFE Technologie
21331020",RCC117,NA71,,11.3,RCC117,
solide,catalogue_ijm_ligne_separee,,"RPMI 1640 Medium (1X), liquid, avec L-Glutamine, 500ml","Réf LIFE Technologie
21875034",RCC121,NA71,,5.23,RCC121,
solide,catalogue_ijm_ligne_separee,,"RPMI 1640 Medium (1X), liquid, sans L-Glutamine, 500ml","Réf LIFE Technologie
31870025",RCC122,NA71,,5.24,RCC122,
solide,catalogue_ijm_ligne_separee,,"RPMI 1640 Medium (1X), liquid, avec Glutamax I, 500ml","Réf LIFE Technologie
61870010",RCC123,NA71,,6.17,RCC123,
solide,catalogue_ijm_ligne_separee,,"Opti-MEM (1X) avec Glutamax I, 2400mg/L … 500ml","Réf LIFE Technologie
51985026",RCC124,NA71,,17.18,RCC124,
solide,catalogue_ijm_ligne_separee,,"L-Glutamine 200mM (100X), liquid 100ml","Réf LIFE Technologie
25030024",RCC131,NA26,,7.27,RCC131,
solide,catalogue_ijm_ligne_separee,,"D-PBS (10X), liquid, sans Calcium, sans Magnésium, 500ml","Réf LIFE Technologie
14200067",RCC201,NA71,,14.31,RCC201,
solide,catalogue_ijm_ligne_separee,,"D-PBS (1X), liquid, sans Calcium, sans Magnésium, sans Phenol Red, 500ml","Réf LIFE Technologie
14190094",RCC202,NA71,,5.15,RCC202,
solide,catalogue_ijm_ligne_separee,,UltraPure Dnase/Rnase-Free Distilled Water 500ml,"Réf LIFE Technologie
10977035",RCC211,NA25,,5.94,RCC211,
solide,catalogue_ijm_ligne_separee,,"Lipofectamine 2000 Transfection Reagent 1,5ml","Réf LIFE Technologie
11668019",RCC301,NA56,,819.15,RCC301,
solide,catalogue_ijm_ligne_separee,,"Lipofectamine 2000 Transfection Reagent 0,75ml","Réf LIFE Technologie
11668027",RCC302,NA56,,525.52,RCC302,
solide,catalogue_ijm_ligne_separee,,"Lipofectamine 3000 0,75ml","Réf LIFE Technologie
L3000008",RCC308,NA56,,614.3,RCC308,
solide,catalogue_ijm_ligne_separee,,"Lipofectamine RNAIMAX 0,75ml","Réf LIFE Technologie
13778075",RCC312,NA56,,696.14,RCC312,
solide,catalogue_ijm_ligne_separee,,Lipofectamine LTX 1ml,"Réf LIFE Technologie
15338100",RCC313,NA56,,797.62,RCC313,
solide,catalogue_ijm_ligne_separee,,TurboFect Transfection Reagent 1ml,Réf THERMO R0531,RCC307,NA56,,255.25,RCC307,
solide,catalogue_ijm_ligne_separee,,Oligofectamine Transfection Reagent 1ml,"Réf LIFE Technologie
12252011",RCC304,NA56,,680.06,RCC304,
solide,catalogue_ijm_ligne_separee,,"FBS Fœtal Bovine Serum, Value FBS (Origin: Brazil) 500ml",A5256701,RCC401,NA71,,213.79,RCC401,
solide,catalogue_ijm_ligne_separee,,"Penicillin-Streptomycin, liquid 100ml",15140122,RCC501,NA76,,9.98,RCC501,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,Ampicillin Sodium salt 1g,EUROMEDEX,RCC502,NA76,,4.49,RCC502,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,Ampicillin Sodium salt 10g,EUROMEDEX,RCC504,NA76,,20.06,RCC504,
solide,catalogue_ijm_ligne_separee,,"GENETICIN Selective Antibiotic (G418 Sulfate) 50mg/ml, 20ml","Réf LIFE Technologie
10131035",RCC503,NA76,,116.26,RCC503,
solide,catalogue_ijm_ligne_separee,,ANTIBIOTIC ANTIMYCOTIC 100ml,"Réf LIFE Technologie
15240062",RCC505,NA76,,61.42,RCC505,
solide,catalogue_ijm_ligne_separee,,"Trypsin-EDTA (1X) 0,05% (Trypsin with EDTA 4Na) Phenol Red 100ml","Réf LIFE Technologie
25300054",C0642,NA78,,6.58,C0642,
solide,catalogue_ijm_ligne_separee,,"Trypsin-EDTA (1X) 0,25% Phenol Red 100ml","Réf LIFE Technologie
25200056",C0643,NA78,,7.01,C0643,
solide,catalogue_ijm_ligne_separee,,SERINGUE STÉRILE 1ml TUBERCULINE Sans aiguille (x100),TERUMO,D0491,NB03,,8.62,D0491,
solide,catalogue_ijm_ligne_separee,,SERINGUE STÉRILE 3ml (x100),TERUMO,D0492,NB03,,8.62,D0492,
solide,catalogue_ijm_ligne_separee,,SERINGUE STÉRILE 5ml (x100),TERUMO,D04921,NB03,,13.47,D04921,
solide,catalogue_ijm_ligne_separee,,SERINGUE STÉRILE 10ml (x100),TERUMO,D0493,NB03,,11.15,D0493,
solide,catalogue_ijm_ligne_separee,,SERINGUE STÉRILE 20ml (x50),TERUMO,D04931,NB03,,11.73,D04931,
solide,catalogue_ijm_ligne_separee,,SERINGUE STÉRILE 50ml (x25),TERUMO,D0494,NB03,,13.8,D0494,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,"AIGUILLE STÉRILE 18G 1,2x40mm Rose (x100)",BD,D0498,NB03,,3.1,D0498,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,"AIGUILLE STÉRILE 20G 0,9x25mm Jaune (x100)",BD,D0495A,NB03,,3.1,D0495A,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,"AIGUILLE STÉRILE 21G 0,8x25mm Vert (x100)",BD,D0497,NB03,,3.1,D0497,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,"AIGUILLE STÉRILE 23G 0,6x25mm Bleu (x100)",BD,D0496,NB03,,3.1,D0496,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,"AIGUILLE STÉRILE 24G 0,55x25mm Bleu (x100) STERICAN",BD,D0496A,NB03,,2.28,D0496A,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,"AIGUILLE STÉRILE 26G 0,45x12mm Marron (x100)",BD,D0495,NB03,,6.19,D0495,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,"AIGUILLE STÉRILE 27G ext 0,41x13 (1/2) mm Gris (x100)",BD,D0495B,NB03,,10.31,D0495B,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,"AIGUILLE STÉRILE 30G 0,3x13mm Beige (x100)",BD,D0499,NB03,,2.03,D0499,
solide,catalogue_ijm_ligne_separee,,MICRO-SPATULE DOUBLE 130mm,,D050,NB51,,6.36,D050,
solide,catalogue_ijm_ligne_separee,,SPATULE DOUBLE Flexible 180mm,,D051,NB51,,10.94,D051,
solide,catalogue_ijm_ligne_separee,,SPATULE DOUBLE Flexible 500mm,,D051A,NB51,,10.63,D051A,
solide,catalogue_ijm_ligne_separee,,SPATULE CUILLIÈRE 150mm,,D052,NB51,,15.74,D052,
solide,catalogue_ijm_ligne_separee,,PINCE à DISSECTION DROITE 20cm Bout rond,,D034,NB51,,5.36,D034,
solide,catalogue_ijm_ligne_separee,,"PINCE BRUCELLE DROITE 14,5cm Bout pointu",,D035,NB51,,3.85,D035,
solide,catalogue_ijm_ligne_separee,,"PINCE BRUCELLE COURBEE 10,5cm Bout pointu",,D036,NB51,,12.57,D036,
solide,catalogue_ijm_ligne_separee,,"PINCE BRUCELLE DROITE 10,5cm Bout pointu",,D037,NB51,,11.3,D037,
solide,catalogue_ijm_ligne_separee,,"PINCE FINE DROITE 11cm Bout pointu ""DUMONT N°5""",,D038,NB51,,8.49,D038,
solide,catalogue_ijm_ligne_separee,,"PINCE FINE COURBEE 11cm Bout pointu ""DUMONT N°7""",,D039,NB51,,14.22,D039,
solide,catalogue_ijm_ligne_separee,,PINCE INOX pour FILTRES-MEMBRANES à bout plat,,D039A,NB51,,21.89,D039A,
solide,catalogue_ijm_ligne_separee,,PINCE en BOIS 250mm,,D042,NB51,,3.54,D042,
solide,catalogue_ijm_ligne_separee,,CISEAUX à DISSECTION FIN COURBÉE 11cm Bout pointue,,D009,NB51,,7.93,D009,
solide,catalogue_ijm_ligne_separee,,CISEAUX à DISSECTION COURBÉE 14cm Bout pointue/arrondie,,D010,NB51,,7.89,D010,
solide,catalogue_ijm_ligne_separee,,CISEAUX à DISSECTION DROIT 14cm Bout pointue/pointue,,D011,NB51,,4.6,D011,
solide,catalogue_ijm_ligne_separee,,CISEAUX à DISSECTION FIN DROIT 11cm Bout pointue,,D012,NB51,,6.54,D012,
solide,catalogue_ijm_ligne_separee,,CISEAUX ULTRA-FINS DROIT 12cm Bout pointue/arrondie,,D014,NB51,,24.89,D014,
solide,catalogue_ijm_ligne_separee,,CISEAUX ULTRA-FINS COURBÉE 12cm Bout pointue/pointue,,D015,NB51,,26.56,D015,
solide,catalogue_ijm_ligne_separee,,MANCHE N°4 pour LAME N°23,,D048,KE12,,5.86,D048,
solide,catalogue_ijm_ligne_separee,,MANCHE N°3 pour LAME N°11,,D048A,KE12,,4.96,D048A,
solide,catalogue_ijm_ligne_separee,,LAMES STÉRILES N°23 (Bte de 100),,D049,KE13,,8.01,D049,
solide,catalogue_ijm_ligne_separee,,LAMES STÉRILES N°11 (Bte de 100),,D049B,KE13,,8.03,D049B,
solide,catalogue_ijm_ligne_separee,,SCALPELS JETABLES STÉRILES N°23,,D046,KE13,,4.39,D046,
solide,catalogue_ijm_ligne_separee,,SCALPELS JETABLES STÉRILES N°11,,D046A,KE13,,4.39,D046A,
solide,catalogue_ijm_ligne_separee,,LAME GILETTE BLEUE EXTRA (x10),,D047,KE13,,4.42,D047,
solide,catalogue_ijm_ligne_separee,,BECHER PMP Graduée 100ml,FISHER,P001,NB43,,1.99,P001,
solide,catalogue_ijm_ligne_separee,,BECHER PMP Graduée 250ml,FISHER,P002,NB43,,3.02,P002,
solide,catalogue_ijm_ligne_separee,,BECHER PMP Graduée 600ml,FISHER,P003,NB43,,5.56,P003,
solide,catalogue_ijm_ligne_separee,,BECHER PMP Graduée 1000ml,FISHER,P004,NB43,,6.74,P004,
solide,catalogue_ijm_ligne_separee,,BECHER PMP Graduée 2000ml,FISHER,P005,NB43,,19.09,P005,
solide,catalogue_ijm_ligne_separee,,BECHER PMP Graduée 5000ml,FISHER,P006,NB43,,28.14,P006,
solide,catalogue_ijm_ligne_separee,,ENTONNOIR HDPE Diam 80mm,DUTSCHER,P022,NB43,,0.77,P022,
solide,catalogue_ijm_ligne_separee,,ENTONNOIR HDPE Diam 140mm,DUTSCHER,P023,NB43,,2.09,P023,
solide,catalogue_ijm_ligne_separee,,ENTONNOIR HDPE Diam 180mm,DUTSCHER,P024,NB43,,3.32,P024,
solide,catalogue_ijm_ligne_separee,,EPROUVETTE TPX Graduée 10ml,DUTSCHER,P025,NB43,,1.07,P025,
solide,catalogue_ijm_ligne_separee,,EPROUVETTE TPX Graduée 25ml,DUTSCHER,P026,NB43,,1.53,P026,
solide,catalogue_ijm_ligne_separee,,EPROUVETTE TPX Graduée 50ml,DUTSCHER,P027,NB43,,2.14,P027,
solide,catalogue_ijm_ligne_separee,,EPROUVETTE TPX Graduée 100ml,DUTSCHER,P028,NB43,,3.22,P028,
solide,catalogue_ijm_ligne_separee,,EPROUVETTE TPX Graduée 250ml,DUTSCHER,P029,NB43,,7.54,P029,
solide,catalogue_ijm_ligne_separee,,EPROUVETTE TPX Graduée 500ml,DUTSCHER,P030,NB43,,9.15,P030,
solide,catalogue_ijm_ligne_separee,,EPROUVETTE TPX Graduée 1L,DUTSCHER,P031,NB43,,12.84,P031,
solide,catalogue_ijm_ligne_separee,,EPROUVETTE TPX Graduée 2L,DUTSCHER,P032,NB43,,43.28,P032,
solide,catalogue_ijm_ligne_separee,,RESERVOIR à REACTIFS 50ml STERILE CLEARLINE (x100),CLEARLINE,P152,NB43,,51.84,P152,
solide,catalogue_ijm_ligne_separee,,NACELLES de PESÉE Carrée 44x44mm (x250),FISHER,D024C,NB35,,9.48,D024C,
solide,catalogue_ijm_ligne_separee,,NACELLES de PESÉE Carrée 84x84mm (x250),FISHER,D025C,NB35,,16.91,D025C,
solide,catalogue_ijm_ligne_separee,,NACELLES de PESÉE Carrée 140x140mm (x250),FISHER,D025D,NB35,,19.58,D025D,
solide,catalogue_ijm_ligne_separee,,BONBONNE en Polyéthylène 10 litres avec robinet,VWR,P008,NB51,,28.19,P008,
solide,catalogue_ijm_ligne_separee,,BONBONNE en Polyéthylène 30 litres avec robinet,VWR,P009,NB51,,59.2,P009,
solide,catalogue_ijm_ligne_separee,,FLACON COMPTE-GOUTTE 15ml (Pour huile à immersion),DUTSCHER,EA134,NB51,,1.48,EA134,
solide,catalogue_ijm_ligne_separee,,FLACON VAPORISATEUR 500ml,FISHER,P067A,NB51,,5.69,P067A,
solide,catalogue_ijm_ligne_separee,,CUVETTE PLASTIQUE CARREE 2L HDPE,,E021A,BB02,,4.98,E021A,
solide,catalogue_ijm_ligne_separee,,"CUVETTE PLASTIQUE CARREE 4,5L",,E021,BB02,,7.52,E021,
solide,catalogue_ijm_ligne_separee,,CUVETTE PLASTIQUE CARREE 7L,,E022,BB02,,12.36,E022,
solide,catalogue_ijm_ligne_separee,,CUVETTE PLASTIQUE CARREE 12L,,E023,BB02,,15.54,E023,
solide,catalogue_ijm_ligne_separee,,CUVETTE PLASTIQUE CARREE 30L,,E024,BB02,,61.67,E024,
solide,catalogue_ijm_ligne_separee,,CUVETTE PLASTIQUE CARREE 45L,,E025,BB02,,48.41,E025,
solide,catalogue_ijm_ligne_separee,,SEAU PLASTIQUE 14L,,E064,BB02,,5.4,E064,
solide,catalogue_ijm_ligne_separee,,PISSETTE 125ml,VWR,P064A,NB43,,1.77,P064A,
solide,catalogue_ijm_ligne_separee,,PISSETTE Col large 250ml Jaune,VWR,P065A,NB43,,2.82,P065A,
solide,catalogue_ijm_ligne_separee,,PISSETTE Col large 500ml Rouge,VWR,P066A,NB43,,3.06,P066A,
solide,catalogue_ijm_ligne_separee,,PISSETTE Col large 1000ml Bleue,DUTSCHER,P067,NB43,,5.48,P067,
solide,catalogue_ijm_ligne_separee,,BOITE à STÉRILISER (Pipette en verre) 295x65x65mm,,D130,NB43,,72.04,D130,
solide,catalogue_ijm_ligne_separee,,"MICROPIPETTE ""EPPENDORF"" Research PLUS 0,1-2,5µl",EPPENDORF,EA051,NB01,,276.51,EA051,
solide,catalogue_ijm_ligne_separee,,"MICROPIPETTE ""EPPENDORF"" Research PLUS 0,5-10µl",EPPENDORF,EA052,NB01,,276.51,EA052,
solide,catalogue_ijm_ligne_separee,,"MICROPIPETTE ""EPPENDORF"" Research PLUS 2-20µl",EPPENDORF,EA053,NB01,,276.51,EA053,
solide,catalogue_ijm_ligne_separee,,"MICROPIPETTE ""EPPENDORF"" Research PLUS 10-100µl",EPPENDORF,EA054,NB01,,276.51,EA054,
solide,catalogue_ijm_ligne_separee,,"MICROPIPETTE ""EPPENDORF"" Research PLUS 20-200µl",EPPENDORF,EA055,NB01,,276.51,EA055,
solide,catalogue_ijm_ligne_separee,,"MICROPIPETTE ""EPPENDORF"" Research PLUS 100-1000µl",EPPENDORF,EA056,NB01,,276.51,EA056,
solide,catalogue_ijm_ligne_separee,,"MICROPIPETTE ""EPPENDORF"" Research PLUS 500-5000µl",EPPENDORF,EA057,NB01,,276.51,EA057,
solide,catalogue_ijm_ligne_separee,,"MICROPIPETTE ""GILSON"" PIPETMAN L P2",GILSON,P037,NB01,,243.96,P037,
solide,catalogue_ijm_ligne_separee,,"MICROPIPETTE ""GILSON"" PIPETMAN L P10",GILSON,P038,NB01,,243.96,P038,
solide,catalogue_ijm_ligne_separee,,"MICROPIPETTE ""GILSON"" PIPETMAN L P20",GILSON,P039A,NB01,,243.96,P039A,
solide,catalogue_ijm_ligne_separee,,"MICROPIPETTE ""GILSON"" PIPETMAN L P200",GILSON,P040A,NB01,,243.96,P040A,
solide,catalogue_ijm_ligne_separee,,"MICROPIPETTE ""GILSON"" PIPETMAN L P1000",GILSON,P041,NB01,,243.96,P041,
solide,catalogue_ijm_ligne_separee,,"MICROPIPETTE ""GILSON"" PIPETMAN L P5000",GILSON,P042,NB01,,270.43,P042,
solide,catalogue_ijm_ligne_separee,,Kit Maintenance Pipetman P2. Joint torique/Embout Porte-cône GILSON,GILSON,P0421,NB01,,43.84,P0421,
solide,catalogue_ijm_ligne_separee,,Kit Maintenance Pipetman P10. Joint torique/Embout Porte-cône GILSON,GILSON,P0422,NB01,,45.7,P0422,
solide,catalogue_ijm_ligne_separee,,Kit Maintenance Pipetman P20. Joint torique/Embout Porte-cône GILSON,GILSON,P043,NB01,,29.84,P043,
solide,catalogue_ijm_ligne_separee,,Kit Maintenance Pipetman P200. Joint torique/Embout Porte-cône GILSON,GILSON,P044,NB01,,29.84,P044,
solide,catalogue_ijm_ligne_separee,,Kit Maintenance Pipetman P1000. Joint torique/Embout Porte-cône GILSON,GILSON,P045,NB01,,29.84,P045,
solide,catalogue_ijm_ligne_separee,,Kit Maintenance Pipetman P5000. Joint torique/Embout Porte-cône GILSON,GILSON,P046,NB01,,39.16,P046,
solide,catalogue_ijm_ligne_separee,,"PIPETTEUR MANUEL à mollette ""PIPETTE PUMP"" 2ml",,P061,NB51,,14.88,P061,
solide,catalogue_ijm_ligne_separee,,"PIPETTEUR MANUEL à mollette ""PIPETTE PUMP"" 10ml",,P062,NB51,,15.5,P062,
solide,catalogue_ijm_ligne_separee,,"PIPETTEUR MANUEL à mollette ""PIPETTE PUMP"" 25ml",,P063,NB51,,21.14,P063,
solide,catalogue_ijm_ligne_separee,,"BOITE de STOCKAGE pour microtubes 1,5 et 2ml, avec couvercle",,D0071,NB12,,4.33,D0071,
solide,catalogue_ijm_ligne_separee,,"PORTOIR DOUBLE FACE pour micro-tubes 0,5ml ou 1,5 et 2ml",,D0072,NB12,,5.78,D0072,
solide,catalogue_ijm_ligne_separee,,"BOITE CONGÉLATION en carton 133x133mm, H 50mm, avec séparateur 9x9",,D0073,NB12,,5.66,D0073,
solide,catalogue_ijm_ligne_separee,,"CRYOBOITE SYSTEM 100 (132x132mm), pr 100 Cryotubes 1 ou 1,2ml jusqu'à -196°",THERMO,D0074,NB12,,6.74,D0074,
solide,catalogue_ijm_ligne_separee,,MINUTEUR/DECOMPTEUR (TIMER) de poche,,EA135,NB51,,21.69,EA135,
solide,catalogue_ijm_ligne_separee,,"THERMOMETRE MURALE en plastique, thermomural (-30° / +50°)",,EA136,NB51,,2.17,EA136,
solide,catalogue_ijm_ligne_separee,,THERMOMETRE Réfrigérateur (-50° / +50°),,EA136A,NB51,,5.87,EA136A,
solide,catalogue_ijm_ligne_separee,,TUYAU PVC CLAIR Diam 2x4mm,NALGENE,D059,NB51,,0.51,D059,
solide,catalogue_ijm_ligne_separee,,TUYAU PVC CLAIR Diam 4x7mm,NALGENE,D061,NB51,,1.41,D061,
solide,catalogue_ijm_ligne_separee,,TUYAU PVC CLAIR Diam 6x9mm,NALGENE,D062,NB51,,0.96,D062,
solide,catalogue_ijm_ligne_separee,,TUYAU PVC CLAIR Diam 7x10mm,NALGENE,D063,NB51,,2.96,D063,
solide,catalogue_ijm_ligne_separee,,TUYAU PVC CLAIR Diam 8x11mm,NALGENE,D064,NB51,,3.3,D064,
solide,catalogue_ijm_ligne_separee,,TUYAU PVC CLAIR Diam 10x14mm,NALGENE,D065,NB51,,1.82,D065,
solide,catalogue_ijm_ligne_separee,,TUYAU PVC CLAIR Diam 12x17mm,NALGENE,D066,NB51,,2.05,D066,
solide,catalogue_ijm_ligne_separee,,TUYAU PVC CLAIR Diam 15x20mm,NALGENE,D067,NB51,,5.03,D067,
solide,catalogue_ijm_ligne_separee,,TUYAU PVC CLAIR Diam 20x26mm,NALGENE,D0671,NB51,,6.77,D0671,
solide,catalogue_ijm_ligne_separee,,"TUYAU PVC ARMÉ Diam 6,4x11,2mm",NALGENE,D068,NB51,,0.89,D068,
solide,catalogue_ijm_ligne_separee,,"TUYAU PVC ARMÉ Diam 7,9x12,7mm",NALGENE,D069,NB51,,3.21,D069,
solide,catalogue_ijm_ligne_separee,,"TUYAU PVC ARMÉ Diam 9,5x14,3mm",NALGENE,D070,NB51,,3.57,D070,
solide,catalogue_ijm_ligne_separee,,"TUYAU PVC ARMÉ Diam 12,7x19,1mm",NALGENE,D071,NB51,,4.71,D071,
solide,catalogue_ijm_ligne_separee,,"TUYAU PVC ARMÉ Diam 15,9x22,3mm",NALGENE,D072,NB51,,7.35,D072,
solide,catalogue_ijm_ligne_separee,,"TUYAU PVC ARMÉ Diam 19x25,4",NALGENE,D0721,NB51,,8.28,D0721,
solide,catalogue_ijm_ligne_separee,,TUYAU SILICONE Diam 3x5mm,NALGENE,D087,NB51,,0.9,D087,
solide,catalogue_ijm_ligne_separee,,TUYAU SILICONE Diam 4x6mm,NALGENE,D088,NB51,,1.09,D088,
solide,catalogue_ijm_ligne_separee,,TUYAU SILICONE Diam 6x10mm,NALGENE,D090,NB51,,3.0,D090,
solide,catalogue_ijm_ligne_separee,,TUYAU SILICONE Diam 8x14mm,NALGENE,D091,NB51,,2.73,D091,
solide,catalogue_ijm_ligne_separee,,TUYAU SILICONE Diam10x14mm,NALGENE,D092,NB51,,4.07,D092,
solide,catalogue_ijm_ligne_separee,,"TUYAU SILICONE Diam 12x15,5mm",NALGENE,D093,NB51,,3.76,D093,
solide,catalogue_ijm_ligne_separee,,TUYAU SILICONE Diam 15x21mm,NALGENE,D094,NB51,,8.11,D094,
solide,catalogue_ijm_ligne_separee,,TUYAU SILICONE Diam 20x27mm,NALGENE,D0941,NB51,,11.58,D0941,
solide,catalogue_ijm_ligne_separee,,BARREAUX D'AGITATION MAGNÉTIQUE 15x8mm,FISHERBRAND,D001,NB51,,1.02,D001,
solide,catalogue_ijm_ligne_separee,,BARREAUX D'AGITATION MAGNÉTIQUE 25x6mm,FISHERBRAND,D002,NB51,,0.77,D002,
solide,catalogue_ijm_ligne_separee,,BARREAUX D'AGITATION MAGNÉTIQUE 40x8mm,FISHERBRAND,D003,NB51,,1.16,D003,
solide,catalogue_ijm_ligne_separee,,BARREAUX D'AGITATION MAGNÉTIQUE 60x10mm,FISHERBRAND,D004,NB51,,1.55,D004,
solide,catalogue_ijm_ligne_separee,,BARREAUX D'AGITATION MAGNÉTIQUE 70x10mm,FISHERBRAND,D005,NB51,,1.98,D005,
solide,catalogue_ijm_ligne_separee,,BRÛLEUR BUNSEN sans cartouche,,D018,NB51,,44.73,D018,
solide,catalogue_ijm_ligne_separee,,CARTOUCHE BUTANE CV 300 PLUS,,D008A,NB35,,6.46,D008A,
solide,catalogue_ijm_ligne_separee,,CARTOUCHE BUTANE C206,,D008,NB35,,3.57,D008,
solide,catalogue_ijm_ligne_separee,,CARTOUCHE USBECK 1430,,D008B,NB35,,13.35,D008B,
solide,catalogue_ijm_ligne_separee,,LAMPE MERCURE HBO 103W,OSRAM,D127,MA45,,96.3,D127,
solide,catalogue_ijm_ligne_separee,,LAMPE XENOPHOT 12V 100W (64625),OSRAM,D129,MA45,,4.82,D129,
solide,catalogue_ijm_ligne_separee,,LAMPE MERCURE HXP R 120W/45C VIS,OSRAM,D132,MA45,,481.5,D132,
solide,catalogue_ijm_ligne_separee,,"LAMPE PHOTO OPTIQUE 12V 100W GZ6,35 (64637)",OSRAM,D133,MA45,,16.05,D133,
solide,catalogue_ijm_ligne_separee,,LAMPE 6V 35W (64275),OSRAM,D136,MA45,,5.35,D136,
solide,catalogue_ijm_ligne_separee,,LAMPE 6V 20W GZ4 USHIO JCR/M (220533),,D158,MA45,,26.75,D158,
solide,catalogue_ijm_ligne_separee,,LAMPE 8V 20W G4 (64255),OSRAM,D137,MA45,,17.12,D137,
solide,catalogue_ijm_ligne_separee,,LAMPE X-CITE 120W,LUMEN DYNAMICS,D150,MA45,,802.5,D150,
solide,catalogue_ijm_ligne_separee,,LAMPE 21V 150W EKE,,D151,MA45,,16.05,D151,
solide,catalogue_ijm_ligne_separee,,LAMPE 24V 250W ELC (64653),OSRAM,D152,MA45,,13.91,D152,
solide,catalogue_ijm_ligne_separee,,LAMPE 15V 150W (64634),OSRAM,D157,MA45,,8.56,D157,
solide,catalogue_ijm_ligne_separee,,LAMPE 6V 30W PHILIPS (5761),OSRAM,D159,MA45,,14.45,D159,
solide,catalogue_ijm_ligne_separee,,HUILE à IMMERSION ZEISS Immersol 518F 100ml,ZEISS,D100,NB32,,190.09,D100,
solide,catalogue_ijm_ligne_separee,,HUILE à IMMERSION ZEISS Immersol 518F Burette 20ml,ZEISS,D101,NB32,,53.5,D101,
solide,catalogue_ijm_ligne_separee,,HUILE à IMMERSION ZEISS Immersol 518F/37° 20ml,ZEISS,D100A,NB32,,174.41,D100A,
solide,catalogue_ijm_ligne_separee,,"LAMELLE RONDE Couvre objet Ø 12mm Epaisseur #1,5",KNITTEL GLASS,D102A,NB16,,13.32,D102A,
solide,catalogue_ijm_ligne_separee,,"LAMELLE RONDE Couvre objet Ø 18mm Epaisseur #1,5",VWR,D103A,NB16,,20.26,D103A,
solide,catalogue_ijm_ligne_separee,,LAMELLE RONDE Couvre objet Ø 22mm Epaisseur #1,MENZEL GLÄSER,D108,NB16,,19.48,D108,
solide,catalogue_ijm_ligne_separee,,LAMELLE RONDE Couvre objet Ø 32mm Epaisseur #1,MENZEL GLASER,D110,NB16,,7.7,D110,
solide,catalogue_ijm_ligne_separee,,"LAMELLE RONDE Couvre objet Ø 30mm, Epaisseur #1,5",EPREDIA (MENZEL),D110A,NB16,,11.5,D110A,
solide,catalogue_ijm_ligne_separee,,"LAMELLES Couvre-objets 18x18mm, Epaisseur #1,5",VWR,D104A,NB16,,4.32,D104A,
